User_ID,Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_ID,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,IP_Address,Device_ID,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
U1257,56,Other,UK,Self-employed,127423,295240,67,High,1750,Monthly,124,18608,39,Mutual Fund,"Watkins, Mccullough and Cooper",2.56,0.91,0.64,930565,18638,72992,29,Yes,84fc971d-4a65-4be9-a654-8238c465009a,6725,18-02-22,No,0.42,Divorced,2,PhD,Poor,86,Mortgage,143359,4462,0.24,Beginner,Legacy Planning,Yes,0.25,No,No,Yes,Defined Benefit,Dynamic,ATM,92.39.156.254,bf713463-5ef8-43ac-a212-01172c0b2d27,North Amyville,22:54:58,0.12,No,17
U1258,42,Male,Australia,Unemployed,56086,454378,68,Medium,597,Quarterly,16,23000,20,Mutual Fund,"Taylor, Watts and Bullock",11.25,1.96,0.97,658379,64355,29929,17,No,17fd213a-d482-4d41-bd0b-63d48179c7d3,7644,16-02-25,No,0.54,Widowed,4,Bachelor's,Good,93,Mortgage,13519,3176,0.17,Beginner,Travel,Yes,0.55,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,55.230.226.116,f277572c-6f0c-478a-8b92-3dd0e3119906,Port Robert,08:39:53,0.54,No,8
U1259,54,Other,Australia,Retired,30588,270413,69,High,352,Annually,696,2744,19,ETF,Duncan PLC,10.72,2.9,0.87,994376,54388,46024,25,Yes,b6e3b153-4ff4-4423-a4d3-4d6f7ca9603a,8531,02-05-20,No,0.59,Single,4,Master's,Average,90,Own,184170,5684,0.28,Beginner,Legacy Planning,Yes,0.7,No,No,No,Defined Contribution,Dynamic,Online,33.220.34.189,9958231c-f4f0-4611-bfae-e4997de10d8e,Higginsmouth,06:56:12,0.89,No,8
U1260,31,Male,Canada,Part-time,124360,379434,65,High,1699,Monthly,285,21782,20,Mutual Fund,Romero Inc,9.76,4.67,1.4,393636,71402,27605,23,Yes,9765b370-4864-4e36-84e3-4f93a8b8a16f,7269,17-09-22,No,0.49,Single,3,PhD,Average,87,Mortgage,123673,4345,0.28,Beginner,Home Purchase,Yes,0.41,Yes,Yes,Yes,Defined Benefit,Fixed,Online,147.19.198.19,ef9d6171-e648-4be1-83ad-c7e4da8b64e7,Port Pamelabury,00:02:51,0.83,No,26
U1261,51,Other,Australia,Unemployed,47964,227109,61,Medium,1453,Annually,691,5209,35,Stocks,Massey Ltd,3.62,4.32,0.62,557453,26113,67378,24,No,353fbbdd-b10c-472a-b710-471d0ebea2cd,5018,01-02-23,No,0.03,Widowed,3,Bachelor's,Average,80,Own,151623,2027,0.26,Expert,Travel,Yes,0.65,No,Yes,Yes,Defined Contribution,Bucket,Branch,107.22.113.29,1bc6b3c8-39ce-49de-8200-6e2dc680e4db,Perezberg,21:55:45,0.06,No,26
U1262,46,Female,USA,Unemployed,60966,91476,60,High,1934,Annually,450,4603,19,Stocks,Peterson Inc,8.34,1.69,1.52,410002,44759,67793,26,No,1f7f8a0a-4150-4e77-bbce-bc9a9c9026d1,1119,31-01-21,No,0.68,Widowed,2,Master's,Average,92,Mortgage,98698,3832,0.25,Beginner,Travel,Yes,0.13,Yes,No,Yes,Defined Contribution,Fixed,ATM,55.200.37.179,ad822c21-f484-47f3-b641-62d9d531e550,Port Daniel,23:24:04,0.67,No,22
U1263,58,Female,Australia,Part-time,142346,40995,63,High,1997,Monthly,495,14389,14,Bonds,Garcia LLC,4.07,2.5,1.07,992393,51862,46058,11,No,ae0b5051-edfa-4c98-ad58-ac6cc34b8a48,6863,10-05-25,No,0.93,Single,4,High School,Average,94,Rent,96991,1700,0.25,Intermediate,Legacy Planning,Yes,0.45,No,Yes,Yes,Defined Contribution,Dynamic,Branch,141.64.183.153,d210b850-1bd2-4331-85de-28ea4ea4cc7b,North Phillip,16:28:36,0.42,No,13
U1264,33,Female,Australia,Part-time,128409,289639,67,High,409,Monthly,886,11113,5,Stocks,Wade PLC,9.69,3.12,1.21,67786,62609,48198,23,Yes,7626e412-a8d8-40bf-b403-e11c72c0ad58,8922,05-01-24,No,0.48,Widowed,2,Bachelor's,Good,92,Own,34248,6925,0.12,Expert,Legacy Planning,Yes,0.84,No,No,Yes,Defined Contribution,Bucket,Branch,156.163.253.53,dd70577f-d318-4b10-9029-9cbbc0edaf11,Vanessaside,07:48:44,0.62,No,4
U1265,57,Female,Germany,Self-employed,36120,235951,63,Medium,1296,Annually,715,2726,9,Bonds,Mcclain LLC,11.46,4.78,0.81,501618,25557,42931,19,No,62ecad3f-6346-4d15-9de3-92cd57af7d5e,2501,23-08-21,No,0.08,Divorced,0,High School,Poor,76,Rent,90851,4116,0.1,Expert,Healthcare,No,0.4,Yes,No,No,Defined Contribution,Bucket,Branch,151.30.156.154,71611b86-e4c7-4102-873c-d5e112e147c9,Cruzchester,16:37:25,0.74,No,26
U1266,27,Female,Germany,Full-time,148028,375718,65,Medium,541,Quarterly,249,18590,18,ETF,Norman Ltd,5.76,2.69,1.64,883916,63795,46409,17,Yes,5bda0a53-0fd9-466f-a2af-b412b1f5a388,6829,02-04-22,No,0.28,Single,0,Bachelor's,Poor,80,Own,190516,5129,0.14,Expert,Travel,Yes,0.91,Yes,Yes,No,Defined Contribution,Bucket,Branch,157.248.236.93,9f9ab0cb-e8ba-4603-ba8a-6a9d62cb2857,Combsview,00:18:50,0.56,No,17
U1267,58,Female,UK,Part-time,67709,308131,66,Low,1905,Quarterly,997,23086,15,Stocks,Stuart-Gordon,9.24,2.5,0.14,706267,46817,22143,15,No,c9012a09-fda7-4e1f-a019-4d9897d0cfb4,5909,31-01-21,No,0.81,Divorced,4,High School,Poor,87,Own,16999,1869,0.17,Intermediate,Legacy Planning,No,1,Yes,No,Yes,Defined Contribution,Dynamic,ATM,77.52.91.155,ea56fbd9-1edd-403a-8aca-aec1679c01b6,South Dana,03:45:36,0.64,No,28
U1268,39,Other,Canada,Part-time,32447,127125,60,High,1498,Annually,285,10336,9,Bonds,Williams Group,8.21,0.95,0.88,190619,22882,49928,21,Yes,95b69035-240e-4931-a3d5-b782e73f699a,5570,28-06-21,No,0.62,Married,0,High School,Poor,81,Rent,115904,3646,0.19,Intermediate,Healthcare,No,0.35,Yes,Yes,No,Defined Benefit,Bucket,ATM,97.86.86.29,3112713a-8b38-4045-882c-1990568409ef,Youngshire,05:45:32,0.19,No,29
U1269,41,Other,Germany,Part-time,126334,235509,61,High,465,Monthly,363,5100,5,Stocks,Davis-Smith,9.83,4.86,1.43,864981,24746,35507,25,Yes,16135c86-6b93-4478-9890-c0e11bc6026b,2976,25-10-22,No,0.37,Widowed,1,High School,Good,82,Rent,34761,2405,0.29,Intermediate,Home Purchase,Yes,0.47,Yes,No,Yes,Defined Contribution,Bucket,Online,28.187.88.221,6ea656d4-f893-480b-9710-f051e6e60f61,Foleyberg,13:42:25,0.18,No,9
U1270,55,Other,USA,Full-time,82554,426564,65,Low,1757,Annually,676,9144,7,Real Estate,"Garza, Munoz and Vasquez",3.34,4.77,1.68,437553,29193,66797,11,Yes,d9c512e0-4313-42bb-b86d-356b63bc12ec,4128,06-01-22,No,0.95,Single,0,Master's,Poor,83,Mortgage,12883,9523,0.07,Intermediate,Travel,No,0.8,Yes,Yes,Yes,Defined Contribution,Dynamic,Online,87.48.196.21,395840a6-5a0e-4dbd-9cba-52d5ef0c314e,North Andrea,13:58:24,0.11,No,6
U1271,47,Male,Canada,Part-time,106119,60613,67,Medium,1997,Monthly,360,9033,17,Real Estate,"Davis, Cruz and Mccarthy",2.79,3.37,0.38,946614,14604,44617,13,No,c06965aa-228a-4956-be02-8dadccfa376c,4913,20-02-24,No,0.48,Single,3,Bachelor's,Poor,87,Rent,125792,2871,0.11,Beginner,Legacy Planning,Yes,0.34,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,49.137.4.177,15aa717e-aeb4-4cf4-ba66-0c05bc9cd561,West Colleen,05:15:47,0.71,No,21
U1272,51,Male,UK,Full-time,85508,119279,63,High,705,Quarterly,918,13563,36,Stocks,"Kelly, Spence and Serrano",9.04,4.8,0.23,535104,35365,70532,16,No,566e7919-6b0d-4b7f-8df1-688171f580a2,8010,14-12-21,No,0.4,Single,3,Master's,Average,76,Own,193679,2559,0.1,Beginner,Home Purchase,No,0.87,Yes,Yes,Yes,Defined Benefit,Fixed,ATM,177.76.17.61,fa2a96a3-0d72-47fb-92f9-31640a433559,Thomasburgh,10:16:13,0.44,No,11
U1273,61,Female,Germany,Retired,109736,392029,63,Medium,160,Monthly,958,11891,35,Real Estate,Kelly LLC,3.01,3.68,0.51,657522,66117,33161,29,Yes,3765e1a7-bc91-424d-962d-04402b091548,799,18-06-22,No,0.47,Divorced,0,PhD,Good,83,Mortgage,167338,2541,0.08,Expert,Healthcare,No,0.7,Yes,Yes,No,Defined Contribution,Fixed,Branch,71.231.72.228,9cba52c9-bdd0-40d6-860a-a8abd16c18b5,Kelliburgh,00:20:55,0.48,No,11
U1274,54,Female,Germany,Retired,84948,420860,65,Medium,1957,Quarterly,276,11212,19,ETF,Baker-Schultz,6.03,4.93,0.98,846599,40458,28148,20,No,29e58349-73f6-4904-882c-803e91af44d4,3013,18-01-23,No,0.2,Widowed,2,Master's,Poor,92,Rent,134090,8789,0.25,Intermediate,Legacy Planning,Yes,0.54,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,20.143.108.145,7f175ccd-f802-481d-98d3-c68cbe95bab5,East Crystal,08:04:19,0.76,No,12
U1275,30,Male,Canada,Self-employed,74584,277311,66,Low,1000,Annually,653,12496,27,Real Estate,Hoffman Inc,6.3,2.77,1.54,475319,70643,36288,11,No,09b60b95-8699-4947-86b3-859824d125ff,3002,23-01-25,No,0.51,Single,0,High School,Poor,88,Own,136377,3914,0.15,Expert,Home Purchase,No,0.7,No,No,No,Defined Benefit,Fixed,Online,110.205.176.222,a5a16521-6025-47c4-b329-b7836f91d5fb,Pamelachester,22:51:49,0.38,No,3
U1276,41,Male,Germany,Self-employed,128355,218819,62,Medium,213,Monthly,993,9690,4,Mutual Fund,Rivera-Mcclure,4.18,1.32,1.42,333201,78953,60712,16,No,8026440b-1fca-46f7-af5a-c3874a0d5415,9540,27-05-20,Yes,0.47,Divorced,4,Bachelor's,Average,89,Own,140539,6371,0.21,Intermediate,Travel,No,0.85,Yes,Yes,No,Defined Contribution,Fixed,Online,103.26.126.238,19b9dc2b-a79c-4afc-920a-2fdfd8ec9dbd,West Jeffrey,05:24:40,0.93,No,26
U1277,41,Female,Canada,Self-employed,78532,407836,66,Low,1653,Annually,86,18063,39,Mutual Fund,"Weaver, Schultz and Taylor",4.51,4.48,0.63,236272,49026,38690,15,No,13282665-d7ea-4c37-91ef-ef49500a6ffa,4506,30-10-21,No,0.51,Single,2,Master's,Average,92,Mortgage,41712,6813,0.06,Expert,Legacy Planning,No,0.2,Yes,Yes,No,Defined Benefit,Bucket,Branch,169.121.63.104,e833c22a-7a06-434d-afdd-fff89e79b809,Port Wyatt,07:42:11,0.35,No,21
U1278,29,Other,UK,Retired,71673,499353,64,Low,139,Annually,602,1696,37,Mutual Fund,Jackson-Gonzales,11.03,1.42,0.38,538963,43726,24607,15,Yes,88cd319b-973e-4976-a234-8bb62225dd7b,7242,15-09-24,No,0.23,Widowed,3,High School,Good,76,Own,172524,7074,0.16,Expert,Home Purchase,Yes,0.81,No,Yes,No,Defined Benefit,Bucket,ATM,218.171.201.21,b64b0149-c913-4637-b48d-d3a3d5c848d6,Lake Josephborough,03:41:37,0.08,No,25
U1279,50,Male,USA,Retired,55451,143720,64,Medium,152,Annually,473,2089,4,Stocks,Carson and Sons,7.74,4.07,1.59,425137,68662,40848,18,Yes,89d80297-374b-470d-a906-64894590fde8,1858,24-04-24,No,0.65,Married,2,High School,Average,81,Rent,46469,3685,0.24,Beginner,Healthcare,Yes,0.43,No,Yes,No,Defined Benefit,Fixed,ATM,50.63.158.179,7ae8c57f-37ad-44e8-b363-07daddd78513,Port Devintown,01:38:12,0.61,No,4
U1280,63,Male,USA,Retired,65013,179816,65,High,1798,Monthly,164,6986,13,ETF,Davis-Ward,7.11,3.43,0.14,930276,10878,50483,14,No,458ea1be-7cd3-4faf-8aa9-57170336b229,1075,23-08-21,No,0.8,Divorced,4,Master's,Good,87,Rent,97527,8513,0.17,Intermediate,Travel,No,0.95,No,Yes,Yes,Defined Benefit,Bucket,Online,18.216.169.214,3f50402e-9cbe-467a-8e99-8217306fe903,Townsendshire,21:02:14,0.66,No,1
U1281,61,Other,UK,Self-employed,75240,237339,60,Low,1999,Monthly,653,20225,8,ETF,"Lewis, Schneider and Rogers",4.51,1.39,0.1,429295,70433,27942,25,No,826a07aa-1395-48d6-8e03-5907ae7dc57f,4345,22-02-21,No,0.93,Widowed,2,PhD,Poor,85,Mortgage,89522,2828,0.1,Expert,Legacy Planning,Yes,0.78,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,109.82.149.93,ef894fa7-951d-4a0d-91e0-daa85786ab47,South Stacy,15:29:03,0.3,No,25
U1282,44,Other,Germany,Part-time,68378,470852,60,High,435,Quarterly,48,4758,36,Bonds,Taylor-Duffy,4.47,2.89,0.34,379514,56408,73238,14,No,723f94e0-fa21-4de1-bf46-c7c31db6adef,3169,07-03-25,No,0.55,Divorced,0,Bachelor's,Poor,81,Rent,121385,4988,0.12,Intermediate,Healthcare,No,0.71,No,Yes,No,Defined Benefit,Dynamic,Online,174.0.168.253,2fcadd14-66c2-41c5-a80e-b0b4f9de7296,South Guy,16:51:59,0.89,No,24
U1283,51,Male,USA,Unemployed,33483,479221,64,Low,178,Annually,935,9091,19,Bonds,Camacho LLC,5.51,3.23,1.02,696184,18800,74681,18,Yes,a27b4cc2-257b-4b5f-aa6d-524dbe1b0fb6,4817,28-10-21,No,0.19,Divorced,3,PhD,Poor,75,Own,69939,9035,0.13,Beginner,Home Purchase,Yes,0.63,Yes,No,No,Defined Contribution,Fixed,Branch,71.124.135.13,5bfabf34-e0ff-4829-9d19-61eb3b55cf32,Lake Jasonshire,15:56:37,0.95,No,3
U1284,38,Male,Australia,Retired,46755,88214,63,Medium,1212,Quarterly,360,2545,20,Mutual Fund,Nelson-King,4.09,2.59,0.48,202067,63095,52740,28,Yes,036591a0-e181-4287-bcda-c37461a34ea6,1251,27-03-25,No,0.95,Divorced,0,High School,Poor,85,Mortgage,137839,9096,0.11,Beginner,Healthcare,No,0.67,No,Yes,Yes,Defined Contribution,Fixed,Online,69.201.244.223,f48783a0-8a59-4330-b7e0-ab272ee68e4b,North Lisa,01:39:39,0.14,No,8
U1285,64,Other,USA,Unemployed,94214,338806,67,Low,886,Annually,729,14813,5,Mutual Fund,Acosta-Cohen,4.2,3.54,1.63,623483,79365,35106,16,No,4a51d572-c8d7-42b2-bff0-a37c5a5a0014,8991,27-10-21,No,0.48,Married,0,PhD,Poor,89,Rent,80384,4040,0.07,Beginner,Legacy Planning,Yes,0.85,No,Yes,No,Defined Contribution,Dynamic,Online,198.141.78.178,ae1cf4ae-bef1-4164-ac48-55a091f7b59b,South Shelby,21:31:51,0.13,No,16
U1286,60,Male,Australia,Retired,149658,66021,60,High,1634,Annually,757,18503,4,Stocks,"Baker, Williams and West",2.9,1.44,1.81,890063,64973,28837,12,No,f08a3c59-4031-4db2-b1c0-b282778edfd6,4054,16-08-21,No,0.29,Single,2,Bachelor's,Good,89,Mortgage,119040,1222,0.26,Intermediate,Travel,No,0.84,No,No,Yes,Defined Benefit,Fixed,Branch,135.223.104.152,fa5e7845-52b3-49c5-a2e9-fe9e18753b51,West Yolandastad,03:25:45,0.25,No,15
U1287,42,Male,UK,Full-time,128580,338862,65,High,766,Quarterly,705,16044,10,ETF,Wilson-Miller,4.75,3.73,1.34,897682,35625,71954,26,No,c32b7ca3-e588-4892-a5bf-adcb3258c4af,2078,19-06-21,No,0.54,Single,1,High School,Average,86,Rent,112495,1066,0.12,Expert,Healthcare,Yes,0.97,No,No,Yes,Defined Benefit,Fixed,ATM,210.209.194.125,a450b1c9-aa9e-4983-8595-19626504d057,Brianberg,00:36:46,0.33,No,24
U1288,48,Male,UK,Unemployed,106312,395619,64,Low,1159,Annually,48,23863,15,Real Estate,Reynolds Inc,2.6,2.41,1.52,537812,79782,60934,11,No,26cd7e61-c0d4-4c5d-a289-578706bd0134,4924,20-05-24,No,0.85,Divorced,1,PhD,Good,81,Own,77385,9656,0.12,Intermediate,Home Purchase,Yes,0.56,Yes,No,Yes,Defined Contribution,Bucket,Branch,11.86.249.5,4b93b059-054d-4a76-baa8-076129165bc1,Floresfort,07:02:52,0.12,No,22
U1289,27,Other,Canada,Retired,68487,244649,62,Low,1640,Annually,43,3948,35,Bonds,Cabrera Ltd,7.61,0.64,1.32,704828,48246,25154,10,Yes,f80ee6e9-f3ab-4fce-8612-4012fdc21997,5584,22-05-22,No,0.34,Single,0,Master's,Average,91,Rent,152941,8839,0.22,Expert,Healthcare,Yes,0.4,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,160.33.209.163,efef3f06-56a8-420e-89f9-4784e9d06298,South Krystal,14:53:59,0.75,No,25
U1290,30,Male,Canada,Part-time,72138,443120,63,High,110,Quarterly,642,11892,17,Stocks,"Gonzales, Grant and Morgan",10.94,1.93,1.7,541925,28869,43040,28,No,4985fe34-3d72-4f4a-b55c-277bfacc318a,4267,21-01-21,No,0.03,Widowed,1,High School,Average,89,Mortgage,35385,3253,0.1,Expert,Legacy Planning,No,0.12,No,Yes,No,Defined Contribution,Fixed,Online,1.75.85.221,849f8845-6d34-4374-89e5-d0b2b92977ba,Anaport,01:17:31,0.75,No,11
U1291,27,Other,Canada,Retired,127406,153549,62,Medium,209,Annually,863,8040,30,Stocks,Jones-Ortiz,9.86,3.7,0.68,916532,20941,49494,23,No,81136083-d6bc-48d9-b8b0-b3eb6623333f,6602,09-08-21,No,0.06,Married,2,Bachelor's,Good,88,Rent,165265,6467,0.28,Intermediate,Home Purchase,No,0.74,Yes,Yes,Yes,Defined Contribution,Dynamic,ATM,89.150.203.208,63ab9170-0c6e-4ccc-804a-0c69b5bb2544,Hancocktown,23:58:33,0.89,No,4
U1292,38,Female,Australia,Part-time,134502,193226,62,Medium,1636,Quarterly,992,23027,33,Mutual Fund,Johnson-Thompson,8.33,3.96,1.88,252894,61973,35586,11,Yes,7839efbb-b02d-4681-beaa-49ab280364bd,7194,18-07-22,No,0.83,Divorced,0,High School,Poor,89,Mortgage,166544,2113,0.09,Expert,Home Purchase,Yes,0.83,Yes,Yes,Yes,Defined Benefit,Bucket,Online,76.26.62.16,28ed0788-ae29-41fd-887d-c643abfa22db,Harmonberg,14:51:40,0.1,No,14
U1293,29,Female,Germany,Part-time,140306,7456,66,Low,1491,Monthly,307,13167,17,Stocks,"Little, Miller and Nguyen",11.21,4.51,1.63,155852,78036,57370,29,Yes,99cf7673-cbec-4836-b6ee-c0dab8623a23,1265,03-05-24,No,0.62,Widowed,1,High School,Good,93,Rent,115359,1939,0.29,Intermediate,Travel,Yes,0.21,Yes,No,Yes,Defined Benefit,Bucket,Online,211.94.146.11,eb2ab70e-f846-4fe4-b38d-2ee9fe11fc45,East Ronaldchester,07:52:55,0.17,No,27
U1294,46,Female,Australia,Retired,57015,338893,63,Low,280,Quarterly,864,18361,12,Mutual Fund,Carter PLC,2.19,1.74,1.46,88730,56820,12670,29,No,4736b27f-7f29-4139-8158-7f85aff012af,5537,15-10-20,No,0.06,Divorced,2,High School,Poor,83,Rent,121129,4676,0.23,Expert,Home Purchase,Yes,0.76,Yes,No,Yes,Defined Contribution,Fixed,Branch,153.145.97.71,cdef5f5d-3290-44b4-a60e-b802fd799b12,Newmanside,09:16:42,0.67,No,4
U1295,47,Other,Germany,Part-time,97716,6587,60,Medium,960,Monthly,686,2482,26,Real Estate,Griffith LLC,10.03,2.52,0.95,918781,36677,39928,14,Yes,a16a50fc-bbe1-4e3d-8bfa-7516d2adc73c,3386,30-09-23,No,0.12,Divorced,0,Master's,Poor,76,Own,139124,1842,0.07,Beginner,Travel,No,0.66,No,No,No,Defined Contribution,Dynamic,Online,196.114.230.69,3e15b4a8-0f89-4bff-aec2-f01e068de94e,West Christopher,10:09:04,0.72,No,29
U1296,34,Female,UK,Unemployed,89993,417127,61,High,1622,Annually,874,7421,2,ETF,Cooper Ltd,8.33,1.38,1.35,862552,20552,22463,15,No,2db4838e-59c9-49de-a9e3-cbccafec98a4,5232,06-02-24,No,0.89,Widowed,4,High School,Poor,83,Mortgage,97604,8073,0.16,Beginner,Travel,No,0.43,No,No,No,Defined Contribution,Bucket,Branch,42.112.182.46,3a306deb-d9fc-4cfd-857f-a3bc6854c293,South Beth,15:17:16,0.68,Yes,13
U1297,46,Other,USA,Retired,126513,489289,62,Low,333,Annually,1,5342,3,Mutual Fund,Jimenez-Davis,8.74,2.17,1.12,733174,62159,42830,20,Yes,e38884fe-c6d2-434b-abdf-15c4b3f677c0,3515,06-03-20,Yes,0.19,Widowed,3,High School,Average,78,Mortgage,139209,9001,0.25,Intermediate,Travel,Yes,0.53,Yes,No,Yes,Defined Contribution,Dynamic,Branch,46.57.117.24,f7d66c5b-12d2-4295-99a8-68b1610f2520,South Johnchester,08:07:18,0.72,No,11
U1298,29,Male,Australia,Unemployed,113768,439263,62,Low,1304,Monthly,500,2688,25,Real Estate,Pruitt Inc,5.37,3.01,0.78,121384,26499,71540,28,No,2eac3c16-7ce4-46ef-a87c-ea7b0e87f25d,3765,26-02-25,No,0.82,Divorced,4,Master's,Good,81,Mortgage,9777,4040,0.06,Beginner,Travel,No,0.98,No,Yes,No,Defined Contribution,Fixed,Branch,105.96.47.240,ff4df904-52a3-4f38-89f9-1984c2ad6f13,Brendaland,17:00:22,0.12,No,19
U1299,37,Female,Germany,Unemployed,57553,112831,60,High,910,Monthly,653,17765,8,ETF,"Wall, Nichols and Morgan",11.16,5,1.42,793099,74132,29374,29,No,172bdb19-dbf9-4af9-9573-57ec0639a5da,2996,18-01-25,No,0.75,Divorced,3,Bachelor's,Average,90,Mortgage,67088,7101,0.19,Beginner,Home Purchase,Yes,0.17,No,No,No,Defined Contribution,Bucket,ATM,22.201.254.95,243e369c-8fb8-4ab4-a1a1-f1159f603d8f,New Jennifer,21:45:47,0.71,No,11
U1300,39,Other,USA,Part-time,117246,237185,67,Medium,1905,Quarterly,793,8811,7,Real Estate,"Gonzalez, Schmidt and Nelson",9.14,0.61,0.4,643155,42720,10238,20,No,749ddec5-3b46-420c-9360-cb0be136484f,8211,22-03-20,No,0.47,Widowed,1,High School,Average,84,Own,195359,4219,0.16,Intermediate,Home Purchase,Yes,0.6,Yes,Yes,No,Defined Benefit,Bucket,ATM,113.38.73.130,802a3f3f-762e-4fda-910b-8b26717700ca,Port Janetborough,13:40:43,0.04,No,1
U1301,35,Male,USA,Retired,144086,216527,61,Low,1432,Quarterly,159,23804,11,Bonds,"Mcintyre, Butler and Washington",7.69,4.56,1.68,823941,75124,71444,18,Yes,a00edb02-6e92-42c9-a790-4183f1810819,7844,04-10-20,No,0.73,Divorced,1,PhD,Average,85,Rent,92048,8413,0.28,Intermediate,Legacy Planning,No,0.43,No,Yes,Yes,Defined Benefit,Bucket,Branch,165.57.125.47,a0f3ebc0-5b70-47c3-8378-b96b8e40852d,New Christinafurt,19:01:02,0.56,No,16
U1302,37,Male,Germany,Full-time,134058,486269,60,Medium,1672,Annually,11,9805,2,Stocks,"Jones, Taylor and Hunter",5.59,1.28,0.6,640271,11531,74898,26,Yes,e7106b07-7d87-468c-bfb8-a99a137194cd,2516,21-07-23,No,0.49,Widowed,3,High School,Good,93,Rent,175600,1391,0.16,Intermediate,Healthcare,No,0.93,Yes,Yes,No,Defined Benefit,Dynamic,ATM,73.11.126.247,740e9dd3-206d-46fc-b813-575a70c15091,East Ryan,11:30:06,0.83,No,23
U1303,25,Female,Canada,Unemployed,35362,69100,69,Medium,1671,Annually,193,14364,23,ETF,Guzman-Davis,2.94,2.69,0.25,115962,73782,45076,18,No,b40bdb33-e817-4837-94cc-db2081f5de9a,6986,09-08-21,No,0.26,Divorced,2,High School,Poor,82,Mortgage,162735,8526,0.09,Intermediate,Home Purchase,No,0.24,No,No,Yes,Defined Contribution,Fixed,Branch,216.25.11.31,c4c97fd6-36a6-4903-8e51-310bd8a06384,Lake Charlestown,13:04:10,0.08,No,21
U1304,45,Male,Germany,Self-employed,42390,46410,60,High,986,Quarterly,761,23810,6,Real Estate,Ramos-Williams,3.64,2.53,0.98,382796,55969,39561,28,No,cde162ca-25f1-44ff-b5d0-adcd1c128b6b,9054,26-10-20,Yes,0.07,Single,3,Bachelor's,Average,75,Own,5370,9341,0.26,Intermediate,Healthcare,Yes,0.88,No,No,Yes,Defined Benefit,Bucket,Branch,40.82.54.23,76c5207c-fdd7-4e93-82c9-546835351815,South Lisa,04:48:08,0.84,No,29
U1305,47,Male,UK,Full-time,113865,133869,64,Low,879,Monthly,91,9699,34,Real Estate,Stewart Inc,2.03,2.93,1.44,663068,22750,73915,14,Yes,dcf34d94-be5e-4824-a16c-d5b0b7f51902,8284,03-03-23,No,0.56,Married,1,Master's,Good,87,Rent,78150,9912,0.3,Beginner,Healthcare,No,0.79,No,Yes,Yes,Defined Contribution,Dynamic,Online,132.119.238.167,543dc032-0ec1-4767-be98-ae4eb0a7e34e,East Mitchell,05:25:21,0.66,No,24
U1306,42,Male,UK,Part-time,95461,452659,67,Low,597,Quarterly,665,18411,3,Mutual Fund,"Ruiz, Evans and Hicks",9.76,0.6,0.84,322119,11216,28315,20,No,f734dc6e-f2eb-4d10-9b28-041fb21dfa38,9322,28-08-23,No,0.72,Married,2,PhD,Poor,89,Rent,176396,2596,0.13,Beginner,Healthcare,No,0.13,No,Yes,Yes,Defined Benefit,Bucket,Branch,138.36.247.36,6fd75aa3-496c-49fc-a595-bd208ab6ecb5,West Brittanybury,20:23:55,0.81,No,18
U1307,29,Male,Canada,Part-time,85514,340696,68,Medium,837,Quarterly,260,10600,34,ETF,Davis PLC,8.65,4.29,1.26,404474,18221,33059,29,No,2f9725b9-7bd1-4736-b6ab-ccc4454f40d5,9846,26-02-24,No,0.5,Divorced,0,PhD,Poor,93,Mortgage,71439,5757,0.1,Expert,Travel,Yes,0.49,Yes,No,Yes,Defined Benefit,Dynamic,Online,42.215.108.40,bdf62e42-b40d-40fd-804a-2ac6b97748ac,Port Stephaniefurt,02:26:17,0.37,No,26
U1308,47,Other,Germany,Retired,147781,286714,68,High,1320,Monthly,900,15929,14,Real Estate,Hansen PLC,4.23,2.49,1.04,875006,75731,52010,18,Yes,066272a2-6890-4b13-af45-e2ef012cd185,9955,03-02-25,No,0.04,Married,2,High School,Good,78,Mortgage,5659,3268,0.07,Expert,Legacy Planning,No,0.75,No,Yes,No,Defined Contribution,Bucket,ATM,7.126.82.10,d7e1d227-5007-41e7-a67c-693e1a37c65e,South Josephtown,19:47:51,0.22,No,17
